t,x,u,u_t,u_x,u_xx
4.800000000000001,-6.3125,0.301682145601312,0.050940670482193806,-0.039339583923135635,0.011528827977961953
4.800000000000001,-6.25,0.2992459311182778,0.05045810308356047,-0.03862892430077425,0.01121831190103606
4.800000000000001,-6.1875,0.29685353006371523,0.049983400656568866,-0.03793729493550613,0.010918691182844498
4.800000000000001,-6.125,0.29450376925133953,0.04951642121287514,-0.037264087902918686,0.010628946481670454
4.800000000000001,-6.0625,0.2921955190758504,0.04905701851842609,-0.03660867662529732,0.01034930153799607
4.800000000000001,-6.0,0.28992768467317737,0.04860505127014997,-0.03597042521066918,0.01014481503061404
4.800000000000001,-5.9375,0.28769921592451675,0.04816037633578185,-0.035340574746470566,0.010010399823741523
4.800000000000001,-5.875,0.07131668269775807,-0.14529157577984614,0.12293858124634505,0.24309998837902747
4.800000000000001,-5.8125,0.07951017029185209,-0.1590334063074339,0.1392530217646637,0.2789621082071694
4.800000000000001,-5.75,0.08872331041834103,-0.17518426031484283,0.15780884477224122,0.3383313832356549
4.800000000000001,-5.6875,0.09923627588838224,-0.19447155447271802,0.18154444466912056,0.43345177052133366
4.800000000000001,-5.625,0.1114163660019811,-0.21780907816339193,0.21199031608740793,0.554208295756478
4.800000000000001,-5.5625,0.12573506539930823,-0.24625202407738855,0.2508204816386803,0.6997334190365869
4.800000000000001,-5.5,0.14276892620681614,-0.2808275614353948,0.2994569934669813,0.8608112645353803
4.800000000000001,-5.4375,0.1631671895826809,-0.3221971980034588,0.35842188970560285,1.016799213593071
4.800000000000001,-5.375,0.1875716624200165,-0.37017355505683286,0.42655689516611517,1.1356573116434667
4.800000000000001,-5.3125,0.2164868014784453,-0.42321578705272755,0.5003790536610362,1.1788708258142329
4.800000000000001,-5.25,0.250119044127646,-0.47812026163113835,0.5739157483928943,1.1113475659292575
4.800000000000001,-5.1875,0.2882262700275571,-0.5301429253298957,0.6392974994021934,0.9138516189415711
4.800000000000001,-5.125,0.3300312315529202,-0.5736798926367231,0.6881472007605907,0.5931157690523179
4.800000000000001,-5.0625,0.3742446701226309,-0.6033985096985511,0.7134369705337331,0.18431131380905796
4.800000000000001,-5.0,0.41921085286963683,-0.6154612683494406,0.7111861149867229,-0.2566373991774604
4.800000000000001,-4.9375,0.46314293449597127,-0.6083875408350053,0.6813572956365506,-0.668386027730012
4.800000000000001,-4.875,0.5043805148242057,-0.5832440980877701,0.6276378615204714,-1.0005824233722613
4.800000000000001,-4.8125,0.5415976671860302,-0.5431616858302429,0.5562844927150179,-1.2246181213167056
4.800000000000001,-4.75,0.5739160764135829,-0.49244555108764965,0.4745605963558832,-1.3356643365906038
4.800000000000001,-4.6875,0.6009177417305156,-0.43563765135820165,0.3893264506411924,-1.3474836863831996
4.800000000000001,-4.625,0.6225818827437319,-0.3767988141160916,0.30612513555798326,-1.2840000055132634
4.800000000000001,-4.5625,0.6391833836752635,-0.3191145994847555,0.2288264499520345,-1.1714457547082446
4.800000000000001,-4.5,0.6511851889877363,-0.2647921436349976,0.15969441621945268,-1.0330905771902295
4.800000000000001,-4.4375,0.6591451857026951,-0.2151504470635418,0.09969012780325581,-0.8867883691901781
4.800000000000001,-4.375,0.6636464549631432,-0.1708030231200275,0.04884587007068042,-0.7446497908742913
4.800000000000001,-4.3125,0.6652509194615301,-0.1318589511580448,0.006608903943969402,-0.6138681137413826
4.800000000000001,-4.25,0.6644725679561394,-0.09810097247813565,-0.027887644146992407,-0.49794664420414136
4.800000000000001,-4.1875,0.6617649639431561,-0.06912452929858093,-0.05563442658154827,-0.3979031678995284
4.800000000000001,-4.125,0.6575182646334459,-0.04443686235500788,-0.07762554013443346,-0.3132359276891066
4.800000000000001,-4.0625,0.6520617714263519,-0.023522261411172973,-0.09478891754268659,-0.24261733800428686
4.800000000000001,-4.0,0.64566964994061,-0.005881788760417894,-0.10795270738496932,-0.1843683578121258
4.800000000000001,-3.9375,0.6385676830032307,0.008945055555051873,-0.11783496226920231,-0.13673830747321603
4.800000000000001,-3.875,0.6309402796569598,0.021370479869039505,-0.12504499581912132,-0.09806165548734924
4.800000000000001,-3.8125,0.6229370585258406,0.03175591615485307,-0.13009266920512097,-0.06684228400635561
4.800000000000001,-3.75,0.6146786960063196,0.04041378874325763,-0.13340028131991577,-0.041777162072030194
4.800000000000001,-3.6875,0.6062620233608511,0.04761150751856569,-0.13531481446412474,-0.021756577197272975
4.800000000000001,-3.625,0.597764344198304,0.05357639446587792,-0.1361198534695749,-0.0058528526942183134
4.800000000000001,-3.5625,0.5892470416771542,0.058500819130347104,-0.13604642105090203,0.006702702315116937
4.800000000000001,-3.5,0.5807585415669413,0.06254710547498377,-0.13528201568018527,0.016543491489855455
4.800000000000001,-3.4375,0.5723367897171311,0.06585198309736084,-0.1339784846146701,0.02418622437683382
4.800000000000001,-3.375,0.5640112309901075,0.06853054309885753,-0.13225873763308105,0.03005284745929515
4.800000000000001,-3.3125,0.555804447512996,0.07067965196548565,-0.1302218786822582,0.03448672252516616
4.800000000000001,-3.25,0.5477334961548253,0.07238087351498224,-0.12794789731743528,0.03776533930113857
4.800000000000001,-3.1875,0.5398109603483165,0.07370294353905515,-0.1255012112696159,0.04011481943520323
4.800000000000001,-3.125,0.5320458447461233,0.07470385518542344,-0.12293354488803487,0.04171884581813856
4.800000000000001,-3.0625,0.5244442672373122,0.0754325952190027,-0.12028635554234857,0.04272545112880266
4.800000000000001,-3.0,0.5170100503033297,0.07593060405284291,-0.11759286349693454,0.04325532675458987
4.800000000000001,-2.9375,0.5097451593001954,0.07623300075065953,-0.11487943969802483,0.0434058137008293
4.800000000000001,-2.875,0.5026501203410766,0.0763695784008056,-0.11216713678433088,0.04325605919613906
4.800000000000001,-2.8125,0.495724267202154,0.07636566983170556,-0.10947243229850745,0.04287193364105235
4.800000000000001,-2.75,0.48896606630376316,0.07624283091784756,-0.10680814507919933,0.04230417132531272
4.800000000000001,-2.6875,0.4823732490672541,0.076019445511194,-0.10418441088284336,0.041595151045747514
4.800000000000001,-2.625,0.47594301494340774,0.07571120772396439,-0.1016087511984809,0.04077994008265051
4.800000000000001,-2.5625,0.469672155167444,0.07533154038523004,-0.09908691837251205,0.039885138841182055
4.800000000000001,-2.5,0.46355715014684373,0.07489192913731901,-0.09662310884333314,0.03893446643027687
4.800000000000001,-2.4375,0.45759426656202734,0.07440222572804495,-0.09422011006872744,0.037946095976749916
4.800000000000001,-2.375,0.4517796363882528,0.07387087609752152,-0.0918798468462394,0.03693320005316281
4.800000000000001,-2.3125,0.4461092857062474,0.07330514251734727,-0.08960346006208209,0.03590872808672785
4.800000000000001,-2.25,0.44057920388049254,0.0727112638117694,-0.08739125583539842,0.0348818067562604
4.800000000000001,-2.1875,0.4351853787268226,0.07209460636560722,-0.08524323421754954,0.03385943726152618
4.800000000000001,-2.125,0.42992379960329885,0.0714597900349967,-0.08315882617770765,0.03284884683757738
4.800000000000001,-2.0625,0.42479052545460916,0.07081079057621564,-0.08113712836285236,0.031853347318840264
4.800000000000001,-2.0,0.4197816585579423,0.07015103197436978,-0.07917715776285261,0.030876141545277846
4.800000000000001,-1.9375,0.4148933807342526,0.0694834621711421,-0.07727761066969263,0.02992087348550143
4.800000000000001,-1.875,0.4101219572242307,0.06881061771106561,-0.07543704857716493,0.02898916484299363
4.800000000000001,-1.8125,0.40546374966210696,0.06813467943188878,-0.07365396506431843,0.028082480028469803
4.800000000000001,-1.75,0.4009152115911909,0.06745752323937593,-0.07192673857360621,0.027201769676185705
4.800000000000001,-1.6875,0.3964729073404062,0.06678075674747375,-0.07025374385479521,0.026346865435272093
4.800000000000001,-1.625,0.3921334936093415,0.0661057595657688,-0.0686333803941972,0.025518811156448606
4.800000000000001,-1.5625,0.38789373479113154,0.06543370970741647,-0.06706389246023914,0.024718039484884713
4.800000000000001,-1.5,0.38375050705181163,0.06476561212721083,-0.06554362545858661,0.023943399165410995
4.800000000000001,-1.4375,0.3797007816088082,0.06410232029055385,-0.06407096756456276,0.023194764070304075
4.800000000000001,-1.375,0.3757416361062413,0.06344455710131619,-0.0626442799497986,0.0224720584358451
4.800000000000001,-1.3125,0.3718702466150834,0.06279293118295531,-0.06126196026008213,0.021774556974516912
4.800000000000001,-1.25,0.368083891073731,0.06214795052810668,-0.059922460327983984,0.021101724709797764
4.800000000000001,-1.1875,0.3643799390740854,0.061510038144746704,-0.058624244671357406,0.020452606566742304
4.800000000000001,-1.125,0.36075586048981134,0.06087954023903386,-0.057365884507141196,0.019826435172401347
4.800000000000001,-1.0625,0.35720920351069274,0.060256738717646696,-0.05614594027480724,0.019223333578167967
4.800000000000001,-1.0,0.35373761795546044,0.05964185689577933,-0.0549629678098702,0.01864204048304785
4.800000000000001,-0.9375,0.35033883253445897,0.059035069310223176,-0.053815685214426257,0.0180813323333453
4.800000000000001,-0.875,0.34701065730365716,0.05843650552940921,-0.05270280126820204,0.01754101842589506
4.800000000000001,-0.8125,0.3437509823759337,0.05784626100383411,-0.051623057911189374,0.017020398780253743
4.800000000000001,-0.75,0.3405577750647585,0.05726439425750296,-0.05057525142067032,0.01651876700728039
4.800000000000001,-0.6875,0.3374290759483499,0.05669093761206251,-0.049558212035279325,0.01603531783975143
4.800000000000001,-0.625,0.33436299856034857,0.05612589820015834,-0.04857083669070139,0.015568829319995814
4.800000000000001,-0.5625,0.33135772136201225,0.05556926255723765,-0.04761210837027985,0.015119248104539906
4.800000000000001,-0.5,0.3284114850140636,0.055020998367333596,-0.0466809306776339,0.01468616108925147
4.800000000000001,-0.4375,0.325522605027308,0.054481058176335806,-0.045776338234123415,0.014268297409977038
4.800000000000001,-0.375,0.32268944273479816,0.053949378649526536,-0.04489739350138677,0.013865440433260545
4.800000000000001,-0.3125,0.31991043083963466,0.053425887813375594,-0.04404315817996585,0.013476859614812042
4.800000000000001,-0.25,0.31718404796230243,0.052910503709680534,-0.04321278604953527,0.013101828856431297
4.800000000000001,-0.1875,0.31450883258344275,0.05240313382274486,-0.042405429572911935,0.012740328545245205
4.800000000000001,-0.125,0.31188336926568844,0.05190368068795165,-0.04162024498137962,0.012391367515643736
4.800000000000001,-0.0625,0.3093063019607703,0.05141203965575658,-0.04085650863345647,0.01205437592154368
4.800000000000001,0.0,0.3067763056865064,0.050928102618882365,-0.04011344799118666,0.01172940770885944
4.800000000000001,0.0625,0.30429212096187197,0.05045175743833619,-0.03939033266984904,0.011415254451200951
4.800000000000001,0.125,0.30185251410277525,0.04998288886391006,-0.03868654118478654,0.011111739193051307
4.800000000000001,0.1875,0.29945630331377365,0.049521377111965414,-0.038001365270717624,0.010818995429051625
4.800000000000001,0.25,0.29710234344393555,0.049067105328864935,-0.037334166756155085,0.010535992282218132
4.800000000000001,0.3125,0.29478953246925427,0.048619951090857205,-0.03668436623544036,0.010328153917072314
4.800000000000001,0.375,0.2925167976645055,0.04817979411785411,-0.036043147516521046,0.010190845088345668
4.800000000000001,0.4375,0.05798005250025432,-0.12273030156899539,0.1043396068160154,0.19289417643446605
4.800000000000001,0.5,0.06490487581750685,-0.1345150824736436,0.11725473933606562,0.22039006420714102
4.800000000000001,0.5625,0.07263689491726252,-0.14818989856632606,0.13188836484190802,0.266039604619682
4.800000000000001,0.625,0.08139092142274536,-0.1643419589827718,0.15050968991352587,0.3398282138784543
4.800000000000001,0.6875,0.09145060615645326,-0.1837288220589678,0.1743668915767148,0.43551330651733533
4.800000000000001,0.75,0.10318678286983471,-0.20728099991094595,0.20494885322819278,0.555327564650832
4.800000000000001,0.8125,0.11706921280997735,-0.23603032045898545,0.2437828371580688,0.6966150894302032
4.800000000000001,0.875,0.1336596375145933,-0.2709168007318878,0.2920257394069682,0.8487313127881588
4.800000000000001,0.9375,0.15357243023584838,-0.3124541631790581,0.34987425125658866,0.9911743917651963
4.800000000000001,1.0,0.1773939189216669,-0.3602950268354946,0.4159225383776177,1.094543474690985
4.800000000000001,1.0625,0.2055627475330506,-0.412814940760379,0.4866921855929618,1.1253905146355727
4.800000000000001,1.125,0.23823044212078712,-0.46689615662977885,0.5565963527070643,1.0546879560863225
4.800000000000001,1.1875,0.27513729162143363,-0.5180923054988243,0.6185281801037521,0.8677942432749006
4.800000000000001,1.25,0.31554646463375613,-0.5612556901521961,0.6650706331164269,0.5721534747219561
4.800000000000001,1.3125,0.358271120760987,-0.5915210122299877,0.6900473644439966,0.19877581974017744
4.800000000000001,1.375,0.4018023851892557,-0.6053493375644672,0.6899176105839491,-0.20423839767923369
4.800000000000001,1.4375,0.44451082208398063,-0.6012675607588727,0.6645175647340924,-0.5841013643144066
4.800000000000001,1.5,0.48486708078101726,-0.5800546233859571,0.6169049400446482,-0.8966619491442245
4.800000000000001,1.5625,0.5216239395895617,-0.5443636573663119,0.5524348210910643,-1.1154613701503848
4.800000000000001,1.625,0.5539214334174003,-0.4979849849765222,0.47747226877585014,-1.2339770414294193
4.800000000000001,1.6875,0.5813079731865429,-0.4450372475660247,0.3981876909123869,-1.2619650981660442
4.800000000000001,1.75,0.6036948947814487,-0.38931610050076226,0.3197266315050946,-1.2188223523243522
4.800000000000001,1.8125,0.6212738021246798,-0.333904318669761,0.2458348968718429,-1.1269966366153312
4.800000000000001,1.875,0.634424256890429,-0.2810336371635397,0.1788520519281782,-1.0072597200027928
4.800000000000001,1.9375,0.643630308615702,-0.23212682403816742,0.1199274318714938,-0.8762288360113288
4.800000000000001,2.0,0.6494151858743658,-0.18793673349633722,0.06932344742676211,-0.7457170691851047
4.800000000000001,2.0625,0.6522957395440473,-0.1487161196501091,0.026712798223355705,-0.6231945220177479
4.800000000000001,2.125,0.6527542856522852,-0.11437742757009983,-0.008575867825456385,-0.5127114920025235
4.800000000000001,2.1875,0.6512237560658652,-0.08462363921170724,-0.037376138276959736,-0.41589739788975777
4.800000000000001,2.25,0.6480822683676652,-0.05904580343269683,-0.060563042561676106,-0.33282434055749377
4.800000000000001,2.3125,0.6436533757456557,-0.037190289464918425,-0.07897918084664646,-0.2626478127892895
4.800000000000001,2.375,0.6382098707618344,-0.018602040894709626,-0.0933940191603373,-0.20406474343810288
4.800000000000001,2.4375,0.6319791233506136,-0.002850109717472127,-0.10448727377640932,-0.15560893418962962
4.800000000000001,2.5,0.6251489615397833,0.010458976252558094,-0.112845135934041,-0.11581981687633913
4.800000000000001,2.5625,0.6178734813588584,0.021675780069098094,-0.11896475088595171,-0.08334248871001648
4.800000000000001,2.625,0.6102783676790393,0.031107392500876463,-0.12326294702279306,-0.05697144286730804
4.800000000000001,2.6875,0.6024656129810093,0.03901966654331235,-0.12608618124436521,-0.0356599660891419
4.800000000000001,2.75,0.5945175950234937,0.045640849135534234,-0.1277204427839358,-0.018517785387672347
4.800000000000001,2.8125,0.5865005576330173,0.05116577275958156,-0.12840090441782426,-0.004798831339527965
4.800000000000001,2.875,0.5784674819712656,0.05576011765010935,-0.1283202967013768,0.006119064985490752
4.800000000000001,2.9375,0.5704605205453452,0.05956441840108351,-0.1276360212946379,0.014749351736739413
4.800000000000001,3.0,0.5625129793094359,0.0626977163550485,-0.12647662773428436,0.02151422285156457
4.800000000000001,3.0625,0.5546509420785597,0.06526078548419356,-0.12494674343819234,0.02676136151529107
4.800000000000001,3.125,0.5468946363796618,0.06733893492626375,-0.12313145754487298,0.03077435894525138
4.800000000000001,3.1875,0.5392595098854506,0.06900441126333756,-0.12109994857003592,0.033784716522035296
4.800000000000001,3.25,0.5317571428084074,0.07031845455478303,-0.11890836797961857,0.035982595446625965
4.800000000000001,3.3125,0.5243959638879983,0.07133302807783404,-0.11660212413920767,0.03752266172994467
4.800000000000001,3.375,0.5171818772910064,0.07209226863776619,-0.11421803526337548,0.03853174401122317
4.800000000000001,3.4375,0.5101187094800763,0.07263373297725029,-0.11178565613780478,0.03911331768363624
4.800000000000001,3.5,0.5032086702737808,0.072989405840721,-0.10932887055292095,0.03935023136198623
4.800000000000001,3.5625,0.4964526006609612,0.07318658637332387,-0.1068668772175565,0.03931295825878678
4.800000000000001,3.625,0.48985031062158624,0.07324859493916758,-0.1044147507705726,0.03905788644085817
4.800000000000001,3.6875,0.4834007568146396,0.07319539071118875,-0.10198464141244923,0.03863033240957492
4.800000000000001,3.75,0.4771022304450301,0.07304407454324535,-0.09958595921937574,0.038069170815582254
4.800000000000001,3.8125,0.47095251191221765,0.0728093291179252,-0.09722599506050145,0.03740396357163789
4.800000000000001,3.875,0.4649489810624674,0.07250376545066967,-0.094910463772921,0.03665982712547233
4.800000000000001,3.9375,0.4590887039406025,0.07213824325894458,-0.0926435166698174,0.03585874615497886
4.800000000000001,4.0,0.45336854147874023,0.07172210998426881,-0.09042812050354865,0.03501617171412619
4.800000000000001,4.0625,0.44778518887765895,0.07126343154779669,-0.08826649520555163,0.03414590817323315
4.800000000000001,4.125,0.4423352295780463,0.07076917155220797,-0.0861598819818945,0.033259434959525436
4.800000000000001,4.1875,0.43701520362992213,0.07024534550720385,-0.08410906583561095,0.032364271898941865
4.800000000000001,4.25,0.4318215963485949,0.06969715662240222,-0.08211434799452677,0.03146884657991933
4.800000000000001,4.3125,0.4267509101306063,0.06912910600241351,-0.08017546001312104,0.030579203982313174
4.800000000000001,4.375,0.4217996638469548,0.06854508976758128,-0.07829194749673762,0.029698891576476427
4.800000000000001,4.4375,0.4169644166935141,0.067948482067893,-0.07646309856606148,0.0288318345480576
4.800000000000001,4.5,0.4122417765261971,0.06734220574852845,-0.07468796817823042,0.02798074157352204
4.800000000000001,4.5625,0.4076284206712353,0.06672878978388086,-0.07296550586937123,0.02714770078942763
4.800000000000001,4.625,0.4031210882925257,0.06611042585440319,-0.07129450557955197,0.02633502148567146
4.800000000000001,4.6875,0.3987166074737913,0.06548900789575818,-0.0696736281836623,0.02554304201251867
4.800000000000001,4.75,0.3944118847695679,0.06486617481917895,-0.06810162532798714,0.02477210969043142
4.800000000000001,4.8125,0.3902039043077929,0.06424334140492621,-0.06657711447235837,0.024023680425933946
4.800000000000001,4.875,0.3860897454605231,0.06362172822911627,-0.0650986652747454,0.023297789032959315
4.800000000000001,4.9375,0.3820665711484497,0.0630023852279829,-0.06366489084323845,0.02259409390345013
4.800000000000001,5.0,0.3781316341051183,0.06238621406061906,-0.06227440353681413,0.02191266288636129
4.800000000000001,5.0625,0.37428227070634795,0.061773988022024995,-0.06092580798244329,0.021253190998759663
4.800000000000001,5.125,0.3705159081073129,0.06116636543908843,-0.05961775466196917,0.020615631986444782
4.800000000000001,5.1875,0.3668300513736018,0.060563906959615055,-0.058348853984137694,0.019999640707094812
4.800000000000001,5.25,0.3632223013592957,0.059967085061892744,-0.05711779957358232,0.019403898412466702
4.800000000000001,5.3125,0.359690326426904,0.05937629772725023,-0.055923366682579356,0.018828411614371987
4.800000000000001,5.375,0.35623188052397325,0.058791875395171056,-0.05476424812178582,0.018273130705114937
4.800000000000001,5.4375,0.3528447954116808,0.05821409197333427,-0.05363922534443999,0.017736937433049604
4.800000000000001,5.5,0.34952697735591826,0.057643166710274474,-0.05254713094265462,0.01721919005917627
4.800000000000001,5.5625,0.34627640404384896,0.057079278554161006,-0.051486826587042955,0.016719296760520308
4.800000000000001,5.625,0.3430911240325379,0.05652256512443249,-0.05045721884758958,0.016236775618171606
4.800000000000001,5.6875,0.33996925168790026,0.05597313048039537,-0.049457229634771505,0.015771557405734882
4.800000000000001,5.75,0.33690897032819145,0.05543104812369637,-0.04848577417187272,0.015322438284496087
4.800000000000001,5.8125,0.3339085299164162,0.054896365996600915,-0.047541924849209494,0.0148885900340332
4.800000000000001,5.875,0.33096622972204026,0.05436910862711475,-0.04662470041761857,0.014470088616313603
4.800000000000001,5.9375,0.32808044236421385,0.05384928315514764,-0.04573316377217029,0.014066015704990775
4.800000000000001,6.0,0.325249584250519,0.053336876492621754,-0.04486644845449472,0.013675953887315018
4.800000000000001,6.0625,0.322472136307402,0.052831860788913054,-0.044023669536255916,0.013299517636134794
4.800000000000001,6.125,0.319746625558487,0.05233419759798297,-0.043204008749977874,0.01293569109542858
4.800000000000001,6.1875,0.3170716352136548,0.051843835268252925,-0.04240670814932734,0.012584448331580234
4.800000000000001,6.25,0.31444578703982107,0.05136071401813325,-0.041630952708530344,0.012245381426552626
4.800000000000001,6.3125,0.3118677661250885,0.05088476456022922,-0.040876035471008265,0.01191749119840324
4.800000000000001,6.375,0.30933628260594503,0.05041591083721236,-0.04014126630872994,0.01160105610647122
4.800000000000001,6.4375,0.30685010783649724,0.04995407098513871,-0.03942590345769936,0.01129539799791246
4.800000000000001,6.5,0.3044080446737326,0.049499160453858326,-0.03872934155899088,0.01099956158903126
4.800000000000001,6.5625,0.3020089401416234,0.049051085819728224,-0.038050958259070455,0.010713747285635122
4.800000000000001,6.625,0.2996516748913488,0.048609754798348837,-0.03739012314828649,0.010504614583979333
4.800000000000001,6.6875,0.29733517474808757,0.04817506946657307,-0.03673788143607304,0.010367120206851155
4.800000000000001,6.75,0.04677062238395899,-0.10272658520626594,0.08825133865232543,0.15384646368900867
4.800000000000001,6.8125,0.052607153797123364,-0.11283823178319138,0.09851766656893463,0.17467602964248563
4.800000000000001,6.875,0.059085330705075816,-0.12441730127884826,0.11008584235763613,0.2093160040956734
4.800000000000001,6.9375,0.06636788409182788,-0.13792803621556063,0.1246821670808938,0.2656160659575453
4.800000000000001,7.0,0.07467060159018754,-0.15397755510441855,0.1432878506023293,0.33964733694206606
4.800000000000001,7.0625,0.08427886541711904,-0.1733396768760133,0.16713808419865206,0.43481489240916016
4.800000000000001,7.125,0.09556286211501905,-0.19693955221153475,0.1976397121534743,0.5520452572386763
4.800000000000001,7.1875,0.10898382943630333,-0.22576066242430753,0.2361437413534866,0.6872961699749602
4.800000000000001,7.25,0.12508082978420487,-0.260641801718673,0.28355173340034434,0.8292645454194894
4.800000000000001,7.3125,0.14442779611134637,-0.30196162281227856,0.33980180953092276,0.9584176585735609
4.800000000000001,7.375,0.16755605597557022,-0.34925889971640756,0.40335394072203945,1.0484152503180635
4.800000000000001,7.4375,0.1948470387016013,-0.4008948081676039,0.4708537158206807,1.070544051221468
4.800000000000001,7.5,0.2264127704531553,-0.4539043952887001,0.5371719471247229,1.0007785915455294
4.800000000000001,7.5625,0.26199353209219167,-0.5041753394143981,0.5959510397638719,0.8277146560189301
4.800000000000001,7.625,0.3009066504236393,-0.5470072739082501,0.6406362791270892,0.5584942258117014
4.800000000000001,7.6875,0.3420730669830778,-0.5779567180294117,0.6657628179903345,0.2197850006319868
4.800000000000001,7.75,0.3841270026724311,-0.5937274135042703,0.6681094042060876,-0.14745663877775428
4.800000000000001,7.8125,0.42558674250883877,-0.5928141552779748,0.6473307381431153,-0.4978990911608676
4.800000000000001,7.875,0.4650433449403205,-0.5756959274460651,0.6058720178109791,-0.7926562545717069
4.800000000000001,7.9375,0.5013207447352112,-0.544556829512598,0.5482487063216519,-1.0070133367342393
4.9,-8.0,0.533574433230527,-0.5026862967685625,0.4799953507191992,-1.132876561084764
4.9,-7.9375,0.561320163575111,-0.45378691316367514,0.4066391361860564,-1.176391945281523
4.9,-7.875,0.584404325253784,-0.40138573284400847,0.3329463575590088,-1.152840135778007
4.9,-7.8125,0.6029384582699872,-0.3484515427437662,0.26253411921380554,-1.0811635329664355
4.9,-7.75,0.6172210901555097,-0.2972270871898308,0.19780091593820437,-0.9797447059915427
4.9,-7.6875,0.6276635727622627,-0.2492273881135898,0.1400660309648627,-0.8639493648257357
4.9,-7.625,0.6347293440261176,-0.2053374306667316,0.0898072453349874,-0.7452199107597437
4.9,-7.5625,0.6388894784291361,-0.16595097099405431,0.046913542119894736,-0.6312174947966085
4.9,-7.5,0.6405935367911044,-0.13111112095352817,0.010905058485411345,-0.5264728005417538
4.9,-7.4375,0.6402526107398125,-0.1006317074399865,-0.018895557947824493,-0.43318196647680907
4.9,-7.375,0.6382315920476264,-0.07419203628447946,-0.04324268732418979,-0.35196093380370996
4.9,-7.3125,0.6348472748242888,-0.0514052928659392,-0.06289067467328824,-0.2824374484744254
4.9,-7.25,0.6303702577134653,-0.03186476754595935,-0.07854736838349297,-0.22368456698656303
4.9,-7.1875,0.6250288537763522,-0.015172960154012372,-0.09085124554660862,-0.17452357551290731
4.9,-7.125,0.6190138520201393,-0.0009583639466559379,-0.10036281532260638,-0.13370680447018657
4.9,-7.0625,0.6124835018610264,0.01111615234110963,-0.10756459610538194,-0.10002806025212863
4.9,-7.0,0.6055682775069665,0.02135038103525111,-0.11286632285412246,-0.07238443999591482
4.9,-6.9375,0.5983752115042611,0.030007149807597666,-0.11661265110487129,-0.049798905621941
4.9,-6.875,0.5909916961188576,0.03731457340838129,-0.11909118605686508,-0.031424003867165595
4.9,-6.8125,0.583488813247153,0.04346921846268281,-0.12054065158826699,-0.016539149186506563
4.9,-6.75,0.5759241146703242,0.04863963560647777,-0.1211585797051784,-0.00453631808812105
4.9,-6.6875,0.5683439907840057,0.05296986325780961,-0.12110769134928212,0.005093056813500141
4.9,-6.625,0.560785653251664,0.056582728071363775,-0.12052194760349089,0.012770250610373068
4.9,-6.5625,0.5532787473335693,0.05958284099364608,-0.11951141002298549,0.018845072968694865
4.9,-6.5,0.5458467269987908,0.062059256590979994,-0.11816631348240403,0.023606731070650255
4.9,-6.4375,0.5385079581482688,0.06408778073889565,-0.1165605686391542,0.027292420145940355
4.9,-6.375,0.5312766559188965,0.06573297154015445,-0.11475476096416148,0.030098054241562977
4.9,-6.3125,0.5241636130277486,0.06704985935028884,-0.11279831185895883,0.032184349636466436
4.9,-6.25,0.5171768669365266,0.06808538149952414,-0.11073171725960318,0.033683559953352926
4.9,-6.1875,0.5103221483702982,0.0688796388212698,-0.10858786686478972,0.03470619790334695
4.9,-6.125,0.5036033835784279,0.06946691476674371,-0.10639344252168481,0.03534034338024128
4.9,-6.0625,0.4970229680550876,0.06987657452635965,-0.10417032394225956,0.03565966951782684
4.9,-6.0,0.4905820930856455,0.07013379747797505,-0.10193598383195646,0.035725656164206754
4.9,-5.9375,0.48428097007609305,0.07026021151076645,-0.09970461692173371,0.03558704352401776
4.9,-5.875,0.4781190159704288,0.07027440979850641,-0.09748760339145424,0.03528615582909822
4.9,-5.8125,0.4720950196521613,0.07019241216955796,-0.09529384744309644,0.03485686239178776
4.9,-5.75,0.4662072850400417,0.07002802518503687,-0.09313049559248077,0.03432550914542176
4.9,-5.6875,0.4604537077031012,0.06979317971074206,-0.09100315879991872,0.03371630612627996
4.9,-5.625,0.4548318901900519,0.0694981867434169,-0.08891595732669577,0.03304789533936514
4.9,-5.5625,0.4493392130372642,0.0691519714659855,-0.08687217188249807,0.032335258090391505
4.9,-5.5,0.4439728687047396,0.06876226978859395,-0.08487405006539683,0.03159248249584934
4.9,-5.4375,0.4387299567790896,0.06833579063620615,-0.0829231115705169,0.03082868267864569
4.9,-5.375,0.433607479758425,0.0678783599746946,-0.08102046473056612,0.030052020844731686
4.9,-5.3125,0.42860239868776884,0.06739504048221628,-0.07916660896492544,0.029270413783333282
4.9,-5.25,0.4237116536378093,0.06689023387983023,-0.07736166300764946,0.028489089969500725
4.9,-5.1875,0.41893219081181265,0.06636776900937613,-0.07560547271873785,0.02771261282754267
4.9,-5.125,0.4142609695479671,0.0658309807113297,-0.07389758640420663,0.02694462274357079
4.9,-5.0625,0.4096949925112868,0.06528277007681105,-0.0722373948757915,0.026187234829205153
4.9,-5.0,0.40523129518849316,0.06472566584459022,-0.07062418205055598,0.025443488241769785
4.9,-4.9375,0.40086696975496733,0.06416186835395077,-0.06905695884557028,0.024715536382952763
4.9,-4.875,0.39659917533279687,0.06359329374792361,-0.06753474000268689,0.024003691183185794
4.9,-4.8125,0.39242512725463147,0.06302160886997199,-0.06605649744767206,0.023309099066342043
4.9,-4.75,0.38834211315183786,0.062448263945686644,-0.06462110261939413,0.022632813264458207
