t,x,u
4.6000000000000005,-4.875,0.497657218924751
4.6000000000000005,-4.8125,0.5475278045375859
4.6000000000000005,-4.75,0.5935051590326055
4.6000000000000005,-4.6875,0.6335867560833366
4.6000000000000005,-4.625,0.6665931059723871
4.6000000000000005,-4.5625,0.6921657002810405
4.6000000000000005,-4.5,0.7105964457976138
4.6000000000000005,-4.4375,0.7225952709197218
4.6000000000000005,-4.375,0.7290757238249266
4.6000000000000005,-4.3125,0.7309960037246495
4.6000000000000005,-4.25,0.7292598867121309
4.6000000000000005,-4.1875,0.724666359558993
4.6000000000000005,-4.125,0.7178920885165165
4.6000000000000005,-4.0625,0.7094933771275334
4.6000000000000005,-4.0,0.6999180544664143
4.6000000000000005,-3.9375,0.6895209779916511
4.6000000000000005,-3.875,0.6785799808371484
4.6000000000000005,-3.8125,0.6673104286423889
4.6000000000000005,-3.75,0.6558777876823416
4.6000000000000005,-3.6875,0.6444080370813654
4.6000000000000005,-3.625,0.632996223933738
4.6000000000000005,-3.5625,0.6217131607597572
4.6000000000000005,-3.5,0.610610858713008
4.6000000000000005,-3.4375,0.599726737476552
4.6000000000000005,-3.375,0.5890869187086695
4.6000000000000005,-3.3125,0.5787088361783421
4.6000000000000005,-3.25,0.5686032405967115
4.6000000000000005,-3.1875,0.5587757721435449
4.6000000000000005,-3.125,0.5492281793842557
4.6000000000000005,-3.0625,0.5399592887579888
4.6000000000000005,-3.0,0.5309657237667269
4.6000000000000005,-2.9375,0.5222425004144691
4.6000000000000005,-2.875,0.5137834701021332
4.6000000000000005,-2.8125,0.5055816556518864
4.6000000000000005,-2.75,0.4976295448909445
4.6000000000000005,-2.6875,0.48991927538998703
4.6000000000000005,-2.625,0.48244281383243215
4.6000000000000005,-2.5625,0.47519205983684254
4.6000000000000005,-2.5,0.46815896197303314
4.6000000000000005,-2.4375,0.46133555519785086
4.6000000000000005,-2.375,0.4547140627118462
4.6000000000000005,-2.3125,0.4482868663713061
4.6000000000000005,-2.25,0.4420465949287975
4.6000000000000005,-2.1875,0.4359861063469921
4.6000000000000005,-2.125,0.4300985044336263
4.6000000000000005,-2.0625,0.42437715936946896
4.6000000000000005,-2.0,0.41881569302875715
4.6000000000000005,-1.9375,0.41340797565142234
4.6000000000000005,-1.875,0.4081481422543932
4.6000000000000005,-1.8125,0.4030305692376732
4.6000000000000005,-1.75,0.39804986680150617
4.6000000000000005,-1.6875,0.39320089633414884
4.6000000000000005,-1.625,0.38847871831213154
4.6000000000000005,-1.5625,0.3838786266099493
4.6000000000000005,-1.5,0.379396117606818
4.6000000000000005,-1.4375,0.37502688822034436
4.6000000000000005,-1.375,0.37076682197532584
4.6000000000000005,-1.3125,0.36661198905552117
4.6000000000000005,-1.25,0.3625586247569284
4.6000000000000005,-1.1875,0.3586031397244897
4.6000000000000005,-1.125,0.35474209965315023
4.6000000000000005,-1.0625,0.3509722126986079
4.6000000000000005,-1.0,0.3472903387898976
4.6000000000000005,-0.9375,0.34369346945767376
4.6000000000000005,-0.875,0.3401787278076227
4.6000000000000005,-0.8125,0.33674335718267845
4.6000000000000005,-0.75,0.33338472169319633
4.6000000000000005,-0.6875,0.3301002906753785
4.6000000000000005,-0.625,0.3268876512217284
4.6000000000000005,-0.5625,0.3237444781917942
4.6000000000000005,-0.5,0.3206685480734117
4.6000000000000005,-0.4375,0.3176577302375071
4.6000000000000005,-0.375,0.3147099785372134
4.6000000000000005,-0.3125,0.31182333074077023
4.6000000000000005,-0.25,0.308995902734993
4.6000000000000005,-0.1875,0.3062258836238915
4.6000000000000005,-0.125,0.30351153692232813
4.6000000000000005,-0.0625,0.30085119784360376
4.6000000000000005,0.0,0.2982432543824948
4.6000000000000005,0.0625,0.2956861722424745
4.6000000000000005,0.125,0.29317846158801186
4.6000000000000005,0.1875,0.29071869890865204
4.6000000000000005,0.25,0.28830550927320037
4.6000000000000005,0.3125,0.28593757352608895
4.6000000000000005,0.375,0.2836136122158075
4.6000000000000005,0.4375,0.28133240847273666
4.6000000000000005,0.5,0.27909277030406765
4.6000000000000005,0.5625,0.2768935664272454
4.6000000000000005,0.625,0.2747336975671092
4.6000000000000005,0.6875,0.2726121050128856
4.6000000000000005,0.75,0.2705277650985253
4.6000000000000005,0.8125,0.26847969646863784
4.6000000000000005,0.875,0.15097741845591456
4.6000000000000005,0.9375,0.1667165885750809
4.6000000000000005,1.0,0.18498230755636547
4.6000000000000005,1.0625,0.20644837710969763
4.6000000000000005,1.125,0.23189663751174755
4.6000000000000005,1.1875,0.2621107405794235
4.6000000000000005,1.25,0.2976671222952072
4.6000000000000005,1.3125,0.33865366411717723
4.6000000000000005,1.375,0.3844141772738663
4.6000000000000005,1.4375,0.4334502429286088
4.6000000000000005,1.5,0.48357084365364933
4.6000000000000005,1.5625,0.5322692703665435
4.6000000000000005,1.625,0.577192894077593
4.6000000000000005,1.6875,0.6165329591689854
4.6000000000000005,1.75,0.6492200979722147
4.6000000000000005,1.8125,0.6749148565163304
4.6000000000000005,1.875,0.6938594282050443
4.6000000000000005,1.9375,0.7066774659033925
4.6000000000000005,2.0,0.714187268945969
4.6000000000000005,2.0625,0.7172603484412323
4.6000000000000005,2.125,0.7167303665112278
4.6000000000000005,2.1875,0.7133442972279105
4.6000000000000005,2.25,0.7077431070719395
4.6000000000000005,2.3125,0.7004604837257644
4.6000000000000005,2.375,0.6919314194885019
4.6000000000000005,2.4375,0.6825048873282717
4.6000000000000005,2.5,0.6724575097800792
4.6000000000000005,2.5625,0.6620064447968133
4.6000000000000005,2.625,0.6513207857156488
4.6000000000000005,2.6875,0.6405311066593523
4.6000000000000005,2.75,0.6297374880157574
4.6000000000000005,2.8125,0.6190158847103616
4.6000000000000005,2.875,0.6084232972072252
4.6000000000000005,2.9375,0.5980018865646362
4.6000000000000005,3.0,0.5877821929525551
4.6000000000000005,3.0625,0.5777857048298398
4.6000000000000005,3.125,0.5680268719674131
4.6000000000000005,3.1875,0.5585146929210696
4.6000000000000005,3.25,0.5492539419926278
4.6000000000000005,3.3125,0.540246170030845
4.6000000000000005,3.375,0.5314904528691498
4.6000000000000005,3.4375,0.5229840001788564
4.6000000000000005,3.5,0.5147226408931966
4.6000000000000005,3.5625,0.5067011706253123
4.6000000000000005,3.625,0.4989136659442079
4.6000000000000005,3.6875,0.4913536935157893
4.6000000000000005,3.75,0.48401450626211706
4.6000000000000005,3.8125,0.47688915775862484
4.6000000000000005,3.875,0.4699706429928422
4.6000000000000005,3.9375,0.46325192873540355
4.6000000000000005,4.0,0.4567260849565297
4.6000000000000005,4.0625,0.4503862687904501
4.6000000000000005,4.125,0.44422579561233166
4.6000000000000005,4.1875,0.43823815808024935
4.6000000000000005,4.25,0.43241702990685305
4.6000000000000005,4.3125,0.4267562928403499
4.6000000000000005,4.375,0.42125004694007306
4.6000000000000005,4.4375,0.41589259249246024
4.6000000000000005,4.5,0.4106784496529906
4.6000000000000005,4.5625,0.4056023574210036
4.6000000000000005,4.625,0.40065924533932207
4.6000000000000005,4.6875,0.39584427325866456
4.6000000000000005,4.75,0.3911527829572835
4.6000000000000005,4.8125,0.38658031442077534
4.6000000000000005,4.875,0.3821225927075448
4.6000000000000005,4.9375,0.3777755265282977
4.6000000000000005,5.0,0.3735351925756123
4.6000000000000005,5.0625,0.36939784223215155
4.6000000000000005,5.125,0.365359875969229
4.6000000000000005,5.1875,0.3614178494103618
4.6000000000000005,5.25,0.35756847157608385
4.6000000000000005,5.3125,0.3538085819882022
4.6000000000000005,5.375,0.35013515755678964
4.6000000000000005,5.4375,0.34654530001458883
4.6000000000000005,5.5,0.3430362352259749
4.6000000000000005,5.5625,0.33960530081512796
4.6000000000000005,5.625,0.3362499508929639
4.6000000000000005,5.6875,0.3329677327238212
4.6000000000000005,5.75,0.3297563069004989
4.6000000000000005,5.8125,0.326613423699151
4.6000000000000005,5.875,0.32353692295529846
4.6000000000000005,5.9375,0.320524733360033
4.6000000000000005,6.0,0.31757486549066016
4.6000000000000005,6.0625,0.31468540924581684
4.6000000000000005,6.125,0.31185453158614485
4.6000000000000005,6.1875,0.30908046820116053
4.6000000000000005,6.25,0.3063615196569612
4.6000000000000005,6.3125,0.3036960638869233
4.6000000000000005,6.375,0.3010825255236941
4.6000000000000005,6.4375,0.29851940298902546
4.6000000000000005,6.5,0.29600524149566476
4.6000000000000005,6.5625,0.29353864585583384
4.6000000000000005,6.625,0.2911182680375507
4.6000000000000005,6.6875,0.288742818924778
4.6000000000000005,6.75,0.28641104081148455
4.6000000000000005,6.8125,0.284121741082525
4.6000000000000005,6.875,0.2818737524110993
4.6000000000000005,6.9375,0.2796659579028698
4.6000000000000005,7.0,0.2774972783545873
4.6000000000000005,7.0625,0.27536667519843594
4.6000000000000005,7.125,0.27327313936119635
4.6000000000000005,7.1875,0.12664007768218777
4.6000000000000005,7.25,0.14004815764717354
4.6000000000000005,7.3125,0.15549238333259743
4.6000000000000005,7.375,0.17353509432460495
4.6000000000000005,7.4375,0.19486503862339882
4.6000000000000005,7.5,0.22025122849819911
4.6000000000000005,7.5625,0.25041725553234856
4.6000000000000005,7.625,0.2858311503239853
4.6000000000000005,7.6875,0.3264544828740601
4.6000000000000005,7.75,0.37154247184096034
4.6000000000000005,7.8125,0.41959897322151246
4.6000000000000005,7.875,0.46854423129344724
4.6000000000000005,7.9375,0.5160611273671896
4.7,-8.0,0.5600015849510903
4.7,-7.9375,0.598714401065299
4.7,-7.875,0.6312073522037293
4.7,-7.8125,0.6571383626848442
4.7,-7.75,0.6766900278402259
4.7,-7.6875,0.6903982074305977
4.7,-7.625,0.6989888040113983
4.7,-7.5625,0.7032509279419279
4.7,-7.5,0.7039523112683586
4.7,-7.4375,0.7017913212645164
4.7,-7.375,0.6973757152497965
4.7,-7.3125,0.6912183207189398
4.7,-7.25,0.6837424770604033
4.7,-7.1875,0.675292046573413
4.7,-7.125,0.6661429541531396
4.7,-7.0625,0.6565144627256934
4.7,-7.0,0.646579489256291
4.7,-6.9375,0.6364733502967332
4.7,-6.875,0.6263012402032601
4.7,-6.8125,0.616144307322007
4.7,-6.75,0.6060645829085238
4.7,-6.6875,0.5961089829973973
4.7,-6.625,0.5863124772995969
4.7,-6.5625,0.5767006211107791
4.7,-6.5,0.5672915632271929
4.7,-6.4375,0.5580976592732279
4.7,-6.375,0.5491267119937222
4.7,-6.3125,0.5403829934945246
4.7,-6.25,0.5318680328619004
4.7,-6.1875,0.5235812330548786
4.7,-6.125,0.5155203931257588
4.7,-6.0625,0.5076820798892672
4.7,-6.0,0.5000619581784639
4.7,-5.9375,0.4926550196568609
4.7,-5.875,0.4854558025053144
4.7,-5.8125,0.4784585098979356
4.7,-5.75,0.4716571844902563
4.7,-5.6875,0.46504573253328996
4.7,-5.625,0.4586180622211612
4.7,-5.5625,0.45236810380415515
4.7,-5.5,0.4462898601195609
4.7,-5.4375,0.4403774526229602
4.7,-5.375,0.43462513182838713
4.7,-5.3125,0.42902729051064203
4.7,-5.25,0.4235784990101118
4.7,-5.1875,0.41827349315427054
4.7,-5.125,0.41310717880509573
4.7,-5.0625,0.4080746591536035
4.7,-5.0,0.40317119023802056
4.7,-4.9375,0.3983922225931171
4.7,-4.875,0.3937333760831372
4.7,-4.8125,0.38919044280003473
4.7,-4.75,0.3847593773375667
4.7,-4.6875,0.3804363009573818
4.7,-4.625,0.3762174823551719
4.7,-4.5625,0.3720993513902672
4.7,-4.5,0.3680784803419616
4.7,-4.4375,0.36415157364431655
4.7,-4.375,0.36031547866044106
4.7,-4.3125,0.3565671671532954
4.7,-4.25,0.3529037363497109
4.7,-4.1875,0.3493223984501452
4.7,-4.125,0.34582048255194014
4.7,-4.0625,0.3423954193524792
4.7,-4.0,0.3390447548343726
4.7,-3.9375,0.3357661203498422
4.7,-3.875,0.33255724739886994
4.7,-3.8125,0.3294159588294068
4.7,-3.75,0.3263401617159637
4.7,-3.6875,0.32332784571905077
4.7,-3.625,0.3203770786843943
4.7,-3.5625,0.31748600146703043
4.7,-3.5,0.31465282953890006
4.7,-3.4375,0.31187585022479203
4.7,-3.375,0.30915340412060066
4.7,-3.3125,0.30648390960076255
4.7,-3.25,0.30386583060169026
4.7,-3.1875,0.3012976980156063
4.7,-3.125,0.2987780916235078
4.7,-3.0625,0.29630564811409243
4.7,-3.0,0.29387904443205237
4.7,-2.9375,0.2914970211803902
4.7,-2.875,0.28915834466099344
4.7,-2.8125,0.2868618427570454
4.7,-2.75,0.2846063758472851
4.7,-2.6875,0.28239084661820735
4.7,-2.625,0.2802141929009603
4.7,-2.5625,0.2780753962569885
4.7,-2.5,0.10539922456186429
4.7,-2.4375,0.11679801718457318
4.7,-2.375,0.1298218935902082
4.7,-2.3125,0.14492611711393405
4.7,-2.25,0.1626876730082195
4.7,-2.1875,0.18379564020754213
4.7,-2.125,0.20898822946895976
4.7,-2.0625,0.23891744462930947
4.7,-2.0,0.27394965877251853
4.7,-1.9375,0.31394971824848505
4.7,-1.875,0.35812839736755475
4.7,-1.8125,0.40503291999743196
4.7,-1.75,0.45271621110584576
4.7,-1.6875,0.4990466230782923
4.7,-1.625,0.5420577078469289
4.7,-1.5625,0.5802269069515382
4.7,-1.5,0.6126149821403024
4.7,-1.4375,0.6388624848527913
4.7,-1.375,0.6590864290048462
4.7,-1.3125,0.6737346631192233
4.7,-1.25,0.6834432301919288
4.7,-1.1875,0.6889220257342941
4.7,-1.125,0.6908756983097333
4.7,-1.0625,0.6899562119878734
4.7,-1.0,0.6867396298008723
4.7,-0.9375,0.6817189063512543
4.7,-0.875,0.6753063520847076
4.7,-0.8125,0.6678410897757874
4.7,-0.75,0.6595985910427125
4.7,-0.6875,0.6508003800145575
4.7,-0.625,0.6416232761046851
4.7,-0.5625,0.6322074081844096
4.7,-0.5,0.6226631375068772
4.7,-0.4375,0.6130768386668904
4.7,-0.375,0.6035156159165755
4.7,-0.3125,0.5940311722092065
4.7,-0.25,0.5846629286855716
4.7,-0.1875,0.5754405357300445
4.7,-0.125,0.5663858656026067
4.7,-0.0625,0.5575146470381673
4.7,0.0,0.5488377302830845
4.7,0.0625,0.5403621211309765
4.7,0.125,0.5320918134860838
4.7,0.1875,0.5240284206729323
4.7,0.25,0.5161717214817242
4.7,0.3125,0.5085200610801492
4.7,0.375,0.5010707029519617
4.7,0.4375,0.4938200701481569
4.7,0.5,0.486763994940861
4.7,0.5625,0.47989783294256194
4.7,0.625,0.473216670422628
4.7,0.6875,0.4667153652943703
4.7,0.75,0.4603886695672294
4.7,0.8125,0.45423128862827455
4.7,0.875,0.44823792150597175
4.7,0.9375,0.44240331442107894
4.7,1.0,0.43672229806217794
4.7,1.0625,0.43118978696617616
4.7,1.125,0.42580081865005787
4.7,1.1875,0.4205505663338176
4.7,1.25,0.4154343226252456
4.7,1.3125,0.41044755023455554
4.7,1.375,0.4055858419756286
4.7,1.4375,0.4008449446988463
4.7,1.5,0.3962207526817268
4.7,1.5625,0.3917093117102967
4.7,1.625,0.38730680756438407
4.7,1.6875,0.38300957752498344
4.7,1.75,0.37881408731572175
4.7,1.8125,0.3747169408325341
4.7,1.875,0.37071488050936846
4.7,1.9375,0.3668047667968135
4.7,2.0,0.36298358668882
4.7,2.0625,0.35924844290063745
4.7,2.125,0.3555965547706503
4.7,2.1875,0.3520252465762637
4.7,2.25,0.34853195383647856
4.7,2.3125,0.34511420036422025
4.7,2.375,0.34176961971942554
4.7,2.4375,0.33849593178792037
4.7,2.5,0.33529094371728196
4.7,2.5625,0.3321525487603363
4.7,2.625,0.3290787211516073
4.7,2.6875,0.3260675127439463
4.7,2.75,0.3231170515771088
4.7,2.8125,0.3202255335865617
4.7,2.875,0.31739121920268504
4.7,2.9375,0.31461244583538883
4.7,3.0,0.31188759792632675
4.7,3.0625,0.3092151332220694
4.7,3.125,0.3065935564648541
4.7,3.1875,0.30402143269967086
4.7,3.25,0.3014973741302032
4.7,3.3125,0.2990200525888084
4.7,3.375,0.2965881715900676
4.7,3.4375,0.2942005003451599
4.7,3.5,0.2918558339714615
4.7,3.5625,0.2895530190711986
4.7,3.625,0.28729093974025033
4.7,3.6875,0.2850685222152243
4.7,3.75,0.28288472239734913
4.7,3.8125,0.08703836765622355
4.7,3.875,0.09671155707899363
4.7,3.9375,0.10767374698023109
4.7,4.0,0.12028523231728896
4.7,4.0625,0.13501242178913164
4.7,4.125,0.15243718768531242
4.7,4.1875,0.1732347250970563
4.7,4.25,0.19809907711528507
4.7,4.3125,0.22760714124721496
4.7,4.375,0.2620370763322124
4.7,4.4375,0.30118679985927826
4.7,4.5,0.34425902718676626
4.7,4.5625,0.38987327014877826
4.7,4.625,0.43622616657346636
4.7,4.6875,0.4813633744308751
4.7,4.75,0.5234798933562568
4.7,4.8125,0.5611596417015347
4.7,4.875,0.5934994179470658
4.7,4.9375,0.6201130498070916
4.7,5.0,0.6410489636890406
4.7,5.0625,0.6566677360097612
4.7,5.125,0.6675178146783998
4.7,5.1875,0.6742322308516793
4.7,5.25,0.6774543463031374
4.7,5.3125,0.6777909132397075
4.7,5.375,0.6757869761059747
4.7,5.4375,0.6719159340396744
4.7,5.5,0.6665791915120014
4.7,5.5625,0.6601111285368668
4.7,5.625,0.6527867206498998
4.7,5.6875,0.6448297334977393
4.7,5.75,0.6364208596508241
4.7,5.8125,0.6277050273768057
4.7,5.875,0.6187977783088127
4.7,5.9375,0.6097907236102069
4.7,6.0,0.6007560661753262
4.7,6.0625,0.5917503340878337
4.7,6.125,0.5828174311974242
4.7,6.1875,0.5739911365380206
4.7,6.25,0.5652970853517935
4.7,6.3125,0.5567544119255737
4.7,6.375,0.5483770489163388
4.7,6.4375,0.5401747673755632
4.7,6.5,0.5321540476718508
4.7,6.5625,0.5243187388483659
4.7,6.625,0.5166706237646068
4.7,6.6875,0.5092098430774297
4.7,6.75,0.5019352771408745
4.7,6.8125,0.4948447937999152
4.7,6.875,0.4879355363074397
4.7,6.9375,0.4812040344773917
4.7,7.0,0.47464642151934744
4.7,7.0625,0.46825851526984674
4.7,7.125,0.4620359223679841
4.7,7.1875,0.45597412608475385
4.7,7.25,0.4500685359168584
4.7,7.3125,0.4443145287210982
4.7,7.375,0.4387075129752708
4.7,7.4375,0.43324293611530507
4.7,7.5,0.42791630830492483
4.7,7.5625,0.4227232456229228
4.7,7.625,0.4176594382333518
4.7,7.6875,0.41272070373573233
4.7,7.75,0.40790297141272636
4.7,7.8125,0.40320229315130096
4.7,7.875,0.39861484063981933
4.7,7.9375,0.3941369160233601
4.800000000000001,-8.0,0.38976493694303094
4.800000000000001,-7.9375,0.3854954555606375
4.800000000000001,-7.875,0.3813251428280846
4.800000000000001,-7.8125,0.3772507818823507
4.800000000000001,-7.75,0.37326928140241233
4.800000000000001,-7.6875,0.3693776597281865
4.800000000000001,-7.625,0.36557304786852723
4.800000000000001,-7.5625,0.3618526806007266
4.800000000000001,-7.5,0.35821390047836354
4.800000000000001,-7.4375,0.35465414332579503
4.800000000000001,-7.375,0.35117095361576633
4.800000000000001,-7.3125,0.34776195504774815
4.800000000000001,-7.25,0.3444248666619286
4.800000000000001,-7.1875,0.34115749430579895
4.800000000000001,-7.125,0.33795772515515143
4.800000000000001,-7.0625,0.33482352519234837
4.800000000000001,-7.0,0.3317529365101254
4.800000000000001,-6.9375,0.3287440720478686
4.800000000000001,-6.875,0.3257951178167439
4.800000000000001,-6.8125,0.32290433024294946
4.800000000000001,-6.75,0.3200700180867731
4.800000000000001,-6.6875,0.31729056663430855
4.800000000000001,-6.625,0.31456440668784386
4.800000000000001,-6.5625,0.3118900355654659
4.800000000000001,-6.5,0.309265998793938
4.800000000000001,-6.4375,0.30669089907606445
4.800000000000001,-6.375,0.30416337910866975
4.800000000000001,-6.3125,0.301682145601312
4.800000000000001,-6.25,0.2992459311182778
4.800000000000001,-6.1875,0.29685353006371523
4.800000000000001,-6.125,0.29450376925133953
4.800000000000001,-6.0625,0.2921955190758504
4.800000000000001,-6.0,0.28992768467317737
4.800000000000001,-5.9375,0.28769921592451675
4.800000000000001,-5.875,0.07131668269775807
4.800000000000001,-5.8125,0.07951017029185209
4.800000000000001,-5.75,0.08872331041834103
4.800000000000001,-5.6875,0.09923627588838224
4.800000000000001,-5.625,0.1114163660019811
4.800000000000001,-5.5625,0.12573506539930823
4.800000000000001,-5.5,0.14276892620681614
4.800000000000001,-5.4375,0.1631671895826809
4.800000000000001,-5.375,0.1875716624200165
4.800000000000001,-5.3125,0.2164868014784453
4.800000000000001,-5.25,0.250119044127646
4.800000000000001,-5.1875,0.2882262700275571
4.800000000000001,-5.125,0.3300312315529202
4.800000000000001,-5.0625,0.3742446701226309
4.800000000000001,-5.0,0.41921085286963683
4.800000000000001,-4.9375,0.46314293449597127
4.800000000000001,-4.875,0.5043805148242057
4.800000000000001,-4.8125,0.5415976671860302
4.800000000000001,-4.75,0.5739160764135829
4.800000000000001,-4.6875,0.6009177417305156
4.800000000000001,-4.625,0.6225818827437319
4.800000000000001,-4.5625,0.6391833836752635
4.800000000000001,-4.5,0.6511851889877363
4.800000000000001,-4.4375,0.6591451857026951
4.800000000000001,-4.375,0.6636464549631432
4.800000000000001,-4.3125,0.6652509194615301
4.800000000000001,-4.25,0.6644725679561394
4.800000000000001,-4.1875,0.6617649639431561
4.800000000000001,-4.125,0.6575182646334459
4.800000000000001,-4.0625,0.6520617714263519
4.800000000000001,-4.0,0.64566964994061
4.800000000000001,-3.9375,0.6385676830032307
4.800000000000001,-3.875,0.6309402796569598
4.800000000000001,-3.8125,0.6229370585258406
4.800000000000001,-3.75,0.6146786960063196
4.800000000000001,-3.6875,0.6062620233608511
4.800000000000001,-3.625,0.597764344198304
4.800000000000001,-3.5625,0.5892470416771542
4.800000000000001,-3.5,0.5807585415669413
4.800000000000001,-3.4375,0.5723367897171311
4.800000000000001,-3.375,0.5640112309901075
4.800000000000001,-3.3125,0.555804447512996
4.800000000000001,-3.25,0.5477334961548253
4.800000000000001,-3.1875,0.5398109603483165
4.800000000000001,-3.125,0.5320458447461233
4.800000000000001,-3.0625,0.5244442672373122
4.800000000000001,-3.0,0.5170100503033297
4.800000000000001,-2.9375,0.5097451593001954
4.800000000000001,-2.875,0.5026501203410766
4.800000000000001,-2.8125,0.495724267202154
4.800000000000001,-2.75,0.48896606630376316
4.800000000000001,-2.6875,0.4823732490672541
4.800000000000001,-2.625,0.47594301494340774
4.800000000000001,-2.5625,0.469672155167444
4.800000000000001,-2.5,0.46355715014684373
4.800000000000001,-2.4375,0.45759426656202734
4.800000000000001,-2.375,0.4517796363882528
4.800000000000001,-2.3125,0.4461092857062474
4.800000000000001,-2.25,0.44057920388049254
4.800000000000001,-2.1875,0.4351853787268226
4.800000000000001,-2.125,0.42992379960329885
4.800000000000001,-2.0625,0.42479052545460916
4.800000000000001,-2.0,0.4197816585579423
4.800000000000001,-1.9375,0.4148933807342526
4.800000000000001,-1.875,0.4101219572242307
4.800000000000001,-1.8125,0.40546374966210696
4.800000000000001,-1.75,0.4009152115911909
4.800000000000001,-1.6875,0.3964729073404062
4.800000000000001,-1.625,0.3921334936093415
4.800000000000001,-1.5625,0.38789373479113154
4.800000000000001,-1.5,0.38375050705181163
4.800000000000001,-1.4375,0.3797007816088082
4.800000000000001,-1.375,0.3757416361062413
4.800000000000001,-1.3125,0.3718702466150834
4.800000000000001,-1.25,0.368083891073731
4.800000000000001,-1.1875,0.3643799390740854
4.800000000000001,-1.125,0.36075586048981134
4.800000000000001,-1.0625,0.35720920351069274
4.800000000000001,-1.0,0.35373761795546044
4.800000000000001,-0.9375,0.35033883253445897
4.800000000000001,-0.875,0.34701065730365716
4.800000000000001,-0.8125,0.3437509823759337
4.800000000000001,-0.75,0.3405577750647585
4.800000000000001,-0.6875,0.3374290759483499
4.800000000000001,-0.625,0.33436299856034857
4.800000000000001,-0.5625,0.33135772136201225
4.800000000000001,-0.5,0.3284114850140636
4.800000000000001,-0.4375,0.325522605027308
4.800000000000001,-0.375,0.32268944273479816
4.800000000000001,-0.3125,0.31991043083963466
4.800000000000001,-0.25,0.31718404796230243
4.800000000000001,-0.1875,0.31450883258344275
4.800000000000001,-0.125,0.31188336926568844
4.800000000000001,-0.0625,0.3093063019607703
4.800000000000001,0.0,0.3067763056865064
4.800000000000001,0.0625,0.30429212096187197
4.800000000000001,0.125,0.30185251410277525
4.800000000000001,0.1875,0.29945630331377365
4.800000000000001,0.25,0.29710234344393555
4.800000000000001,0.3125,0.29478953246925427
4.800000000000001,0.375,0.2925167976645055
4.800000000000001,0.4375,0.05798005250025432
4.800000000000001,0.5,0.06490487581750685
4.800000000000001,0.5625,0.07263689491726252
4.800000000000001,0.625,0.08139092142274536
4.800000000000001,0.6875,0.09145060615645326
4.800000000000001,0.75,0.10318678286983471
4.800000000000001,0.8125,0.11706921280997735
4.800000000000001,0.875,0.1336596375145933
4.800000000000001,0.9375,0.15357243023584838
4.800000000000001,1.0,0.1773939189216669
4.800000000000001,1.0625,0.2055627475330506
4.800000000000001,1.125,0.23823044212078712
4.800000000000001,1.1875,0.27513729162143363
4.800000000000001,1.25,0.31554646463375613
4.800000000000001,1.3125,0.358271120760987
4.800000000000001,1.375,0.4018023851892557
4.800000000000001,1.4375,0.44451082208398063
4.800000000000001,1.5,0.48486708078101726
4.800000000000001,1.5625,0.5216239395895617
4.800000000000001,1.625,0.5539214334174003
4.800000000000001,1.6875,0.5813079731865429
4.800000000000001,1.75,0.6036948947814487
4.800000000000001,1.8125,0.6212738021246798
4.800000000000001,1.875,0.634424256890429
4.800000000000001,1.9375,0.643630308615702
4.800000000000001,2.0,0.6494151858743658
4.800000000000001,2.0625,0.6522957395440473
4.800000000000001,2.125,0.6527542856522852
4.800000000000001,2.1875,0.6512237560658652
4.800000000000001,2.25,0.6480822683676652
4.800000000000001,2.3125,0.6436533757456557
4.800000000000001,2.375,0.6382098707618344
4.800000000000001,2.4375,0.6319791233506136
4.800000000000001,2.5,0.6251489615397833
4.800000000000001,2.5625,0.6178734813588584
4.800000000000001,2.625,0.6102783676790393
4.800000000000001,2.6875,0.6024656129810093
4.800000000000001,2.75,0.5945175950234937
4.800000000000001,2.8125,0.5865005576330173
4.800000000000001,2.875,0.5784674819712656
4.800000000000001,2.9375,0.5704605205453452
4.800000000000001,3.0,0.5625129793094359
4.800000000000001,3.0625,0.5546509420785597
4.800000000000001,3.125,0.5468946363796618
4.800000000000001,3.1875,0.5392595098854506
4.800000000000001,3.25,0.5317571428084074
4.800000000000001,3.3125,0.5243959638879983
4.800000000000001,3.375,0.5171818772910064
4.800000000000001,3.4375,0.5101187094800763
4.800000000000001,3.5,0.5032086702737808
4.800000000000001,3.5625,0.4964526006609612
4.800000000000001,3.625,0.48985031062158624
4.800000000000001,3.6875,0.4834007568146396
4.800000000000001,3.75,0.4771022304450301
4.800000000000001,3.8125,0.47095251191221765
4.800000000000001,3.875,0.4649489810624674
4.800000000000001,3.9375,0.4590887039406025
4.800000000000001,4.0,0.45336854147874023
4.800000000000001,4.0625,0.44778518887765895
4.800000000000001,4.125,0.4423352295780463
4.800000000000001,4.1875,0.43701520362992213
4.800000000000001,4.25,0.4318215963485949
4.800000000000001,4.3125,0.4267509101306063
4.800000000000001,4.375,0.4217996638469548
4.800000000000001,4.4375,0.4169644166935141
4.800000000000001,4.5,0.4122417765261971
4.800000000000001,4.5625,0.4076284206712353
4.800000000000001,4.625,0.4031210882925257
4.800000000000001,4.6875,0.3987166074737913
4.800000000000001,4.75,0.3944118847695679
4.800000000000001,4.8125,0.3902039043077929
4.800000000000001,4.875,0.3860897454605231
4.800000000000001,4.9375,0.3820665711484497
4.800000000000001,5.0,0.3781316341051183
4.800000000000001,5.0625,0.37428227070634795
4.800000000000001,5.125,0.3705159081073129
4.800000000000001,5.1875,0.3668300513736018
4.800000000000001,5.25,0.3632223013592957
